dataset,model,size,full model name,snapshot,seed,raw_prediction,answer_only,correct,template_id,text,operator,num1,num2,items,verb,answer,answer_str,number_format,id
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the company, two consultants were employed before two consultants were fired. How many consultants are employed now? 
Answer: There are two consultants employed now.
",There are two consultants employed now.,FALSE,5,"Question: In the company, two consultants were employed before two consultants were fired. How many consultants are employed now? 
Answer:",-,2,2,consultants,fired,0,zero,textual,233
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the company, nine workers were employed before eight workers were fired. How many workers are employed now? 
Answer: Nine workers are employed now.
",Nine workers are employed now.,FALSE,5,"Question: In the company, nine workers were employed before eight workers were fired. How many workers are employed now? 
Answer:",-,9,8,workers,fired,1,one,textual,234
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the company, four consultants were employed before three consultants were fired. How many consultants are employed now? 
Answer: There are four consultants employed in the company.
",There are four consultants employed in the company.,FALSE,5,"Question: In the company, four consultants were employed before three consultants were fired. How many consultants are employed now? 
Answer:",-,4,3,consultants,fired,1,one,textual,235
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the company, eight employees were employed before one employees were fired. How many employees are employed now? 
Answer: There are eight employees employed before one employee was fired.
",There are eight employees employed before one employee was fired.,FALSE,5,"Question: In the company, eight employees were employed before one employees were fired. How many employees are employed now? 
Answer:",-,8,1,employees,fired,7,seven,textual,236
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the company, nine employees were employed before three employees were fired. How many employees are employed now? 
Answer: Nine employees are employed now.
",Nine employees are employed now.,FALSE,5,"Question: In the company, nine employees were employed before three employees were fired. How many employees are employed now? 
Answer:",-,9,3,employees,fired,6,six,textual,237
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the company, eight consultants were employed before two consultants were fired. How many consultants are employed now? 
Answer: There are eight consultants employed in the company.
",There are eight consultants employed in the company.,FALSE,5,"Question: In the company, eight consultants were employed before two consultants were fired. How many consultants are employed now? 
Answer:",-,8,2,consultants,fired,6,six,textual,238
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the company, ten employees were employed before four employees were fired. How many employees are employed now? 
Answer: Ten employees are employed now.
",Ten employees are employed now.,FALSE,5,"Question: In the company, ten employees were employed before four employees were fired. How many employees are employed now? 
Answer:",-,10,4,employees,fired,6,six,textual,239
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are nine milk crates, after one milk crates got spoiled how many milk crates are there? 
Answer: There are nine milk crates.
",There are nine milk crates.,FALSE,6,"Question: In the supermarket there are nine milk crates, after one milk crates got spoiled how many milk crates are there? 
Answer:",-,9,1,milk crates,got spoiled,8,eight,textual,240
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are four milk crates, after one milk crates got spoiled how many milk crates are there? 
Answer: There are four milk crates.
",There are four milk crates.,FALSE,6,"Question: In the supermarket there are four milk crates, after one milk crates got spoiled how many milk crates are there? 
Answer:",-,4,1,milk crates,got spoiled,3,three,textual,241
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are three bread packages, after two bread packages got spoiled how many bread packages are there? 
Answer: There are three bread packages.
",There are three bread packages.,FALSE,6,"Question: In the supermarket there are three bread packages, after two bread packages got spoiled how many bread packages are there? 
Answer:",-,3,2,bread packages,got spoiled,1,one,textual,242
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are five yogurt boxes, after four yogurt boxes got spoiled how many yogurt boxes are there? 
Answer: There are five yogurt boxes.
",There are five yogurt boxes.,FALSE,6,"Question: In the supermarket there are five yogurt boxes, after four yogurt boxes got spoiled how many yogurt boxes are there? 
Answer:",-,5,4,yogurt boxes,got spoiled,1,one,textual,243
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are four yogurt boxes, after four yogurt boxes were sold how many yogurt boxes are there? 
Answer: There are four yogurt boxes.
",There are four yogurt boxes.,FALSE,6,"Question: In the supermarket there are four yogurt boxes, after four yogurt boxes were sold how many yogurt boxes are there? 
Answer:",-,4,4,yogurt boxes,were sold,0,zero,textual,244
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are four yogurt boxes, after two yogurt boxes were sold how many yogurt boxes are there? 
Answer: There are four yogurt boxes.
",There are four yogurt boxes.,TRUE,6,"Question: In the supermarket there are four yogurt boxes, after two yogurt boxes were sold how many yogurt boxes are there? 
Answer:",-,4,2,yogurt boxes,were sold,2,two,textual,245
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are seven milk crates, after three milk crates got spoiled how many milk crates are there? 
Answer: There are seven milk crates.
",There are seven milk crates.,FALSE,6,"Question: In the supermarket there are seven milk crates, after three milk crates got spoiled how many milk crates are there? 
Answer:",-,7,3,milk crates,got spoiled,4,four,textual,246
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are five milk crates, after three milk crates got spoiled how many milk crates are there? 
Answer: There are five milk crates.
",There are five milk crates.,FALSE,6,"Question: In the supermarket there are five milk crates, after three milk crates got spoiled how many milk crates are there? 
Answer:",-,5,3,milk crates,got spoiled,2,two,textual,247
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are eight yogurt boxes, after eight yogurt boxes got spoiled how many yogurt boxes are there? 
Answer: There are eight yogurt boxes.
",There are eight yogurt boxes.,FALSE,6,"Question: In the supermarket there are eight yogurt boxes, after eight yogurt boxes got spoiled how many yogurt boxes are there? 
Answer:",-,8,8,yogurt boxes,got spoiled,0,zero,textual,248
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are nine yogurt boxes, after nine yogurt boxes got spoiled how many yogurt boxes are there? 
Answer: There are nine yogurt boxes.
",There are nine yogurt boxes.,FALSE,6,"Question: In the supermarket there are nine yogurt boxes, after nine yogurt boxes got spoiled how many yogurt boxes are there? 
Answer:",-,9,9,yogurt boxes,got spoiled,0,zero,textual,249
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are six bread packages, after two bread packages were sold how many bread packages are there? 
Answer: There are six bread packages.
",There are six bread packages.,FALSE,6,"Question: In the supermarket there are six bread packages, after two bread packages were sold how many bread packages are there? 
Answer:",-,6,2,bread packages,were sold,4,four,textual,250
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are seven milk crates, after two milk crates got spoiled how many milk crates are there? 
Answer: There are seven milk crates.
",There are seven milk crates.,FALSE,6,"Question: In the supermarket there are seven milk crates, after two milk crates got spoiled how many milk crates are there? 
Answer:",-,7,2,milk crates,got spoiled,5,five,textual,251
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are six bread packages, after six bread packages got spoiled how many bread packages are there? 
Answer: There are six bread packages.
",There are six bread packages.,FALSE,6,"Question: In the supermarket there are six bread packages, after six bread packages got spoiled how many bread packages are there? 
Answer:",-,6,6,bread packages,got spoiled,0,zero,textual,252
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are seven yogurt boxes, after four yogurt boxes were sold how many yogurt boxes are there? 
Answer: There are seven yogurt boxes.
",There are seven yogurt boxes.,FALSE,6,"Question: In the supermarket there are seven yogurt boxes, after four yogurt boxes were sold how many yogurt boxes are there? 
Answer:",-,7,4,yogurt boxes,were sold,3,three,textual,253
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are one milk crate, after one milk crates got spoiled how many milk crate are there? 
Answer: There are two milk crates.
",There are two milk crates.,FALSE,6,"Question: In the supermarket there are one milk crate, after one milk crates got spoiled how many milk crate are there? 
Answer:",-,1,1,milk crates,got spoiled,0,zero,textual,254
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are eight milk crates, after two milk crates got spoiled how many milk crates are there? 
Answer: There are eight milk crates.
",There are eight milk crates.,FALSE,6,"Question: In the supermarket there are eight milk crates, after two milk crates got spoiled how many milk crates are there? 
Answer:",-,8,2,milk crates,got spoiled,6,six,textual,255
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are three milk crates, after two milk crates were sold how many milk crates are there? 
Answer: There are three milk crates.
",There are three milk crates.,FALSE,6,"Question: In the supermarket there are three milk crates, after two milk crates were sold how many milk crates are there? 
Answer:",-,3,2,milk crates,were sold,1,one,textual,256
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are eight bread packages, after five bread packages got spoiled how many bread packages are there? 
Answer: There are eight bread packages.
",There are eight bread packages.,FALSE,6,"Question: In the supermarket there are eight bread packages, after five bread packages got spoiled how many bread packages are there? 
Answer:",-,8,5,bread packages,got spoiled,3,three,textual,257
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are seven yogurt boxes, after six yogurt boxes were sold how many yogurt boxes are there? 
Answer: There are seven yogurt boxes.
",There are seven yogurt boxes.,FALSE,6,"Question: In the supermarket there are seven yogurt boxes, after six yogurt boxes were sold how many yogurt boxes are there? 
Answer:",-,7,6,yogurt boxes,were sold,1,one,textual,258
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: In the supermarket there are nine bread packages, after seven bread packages got spoiled how many bread packages are there? 
Answer: There are nine bread packages.
",There are nine bread packages.,FALSE,6,"Question: In the supermarket there are nine bread packages, after seven bread packages got spoiled how many bread packages are there? 
Answer:",-,9,7,bread packages,got spoiled,2,two,textual,259
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were eight boys at the park, but a few minutes later one boys went home. How many boys are in the park in total? 
Answer: There are eight boys in the park.
",There are eight boys in the park.,FALSE,7,"Question: There were eight boys at the park, but a few minutes later one boys went home. How many boys are in the park in total? 
Answer:",-,8,1,boys,went home,7,seven,textual,260
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were five friends at the park, but a few minutes later two friends went home. How many friends are in the park in total? 
Answer: There are five friends in the park.
",There are five friends in the park.,FALSE,7,"Question: There were five friends at the park, but a few minutes later two friends went home. How many friends are in the park in total? 
Answer:",-,5,2,friends,went home,3,three,textual,261
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were two boys at the park, but a few minutes later one boys were picked up by their parents. How many boys are in the park in total? 
Answer: There are two boys in the park.
",There are two boys in the park.,TRUE,7,"Question: There were two boys at the park, but a few minutes later one boys were picked up by their parents. How many boys are in the park in total? 
Answer:",-,2,1,boys,were picked up by their parents,1,one,textual,262
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were five girls at the park, but a few minutes later one girls went home. How many girls are in the park in total? 
Answer: There are five girls in the park.
",There are five girls in the park.,FALSE,7,"Question: There were five girls at the park, but a few minutes later one girls went home. How many girls are in the park in total? 
Answer:",-,5,1,girls,went home,4,four,textual,263
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were one girl at the park, but a few minutes later one girls were picked up by their parents. How many girl are in the park in total? 
Answer: There are two girls in the park.
",There are two girls in the park.,FALSE,7,"Question: There were one girl at the park, but a few minutes later one girls were picked up by their parents. How many girl are in the park in total? 
Answer:",-,1,1,girls,were picked up by their parents,0,zero,textual,264
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were seven friends at the park, but a few minutes later two friends went home. How many friends are in the park in total? 
Answer: There are seven friends in the park.
",There are seven friends in the park.,FALSE,7,"Question: There were seven friends at the park, but a few minutes later two friends went home. How many friends are in the park in total? 
Answer:",-,7,2,friends,went home,5,five,textual,265
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were ten boys at the park, but a few minutes later three boys went home. How many boys are in the park in total? 
Answer: There are ten boys in the park.
",There are ten boys in the park.,FALSE,7,"Question: There were ten boys at the park, but a few minutes later three boys went home. How many boys are in the park in total? 
Answer:",-,10,3,boys,went home,7,seven,textual,266
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were two friends at the park, but a few minutes later two friends went home. How many friends are in the park in total? 
Answer: There are two friends in the park.
",There are two friends in the park.,FALSE,7,"Question: There were two friends at the park, but a few minutes later two friends went home. How many friends are in the park in total? 
Answer:",-,2,2,friends,went home,0,zero,textual,267
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were ten friends at the park, but a few minutes later three friends went home. How many friends are in the park in total? 
Answer: There are ten friends in the park.
",There are ten friends in the park.,FALSE,7,"Question: There were ten friends at the park, but a few minutes later three friends went home. How many friends are in the park in total? 
Answer:",-,10,3,friends,went home,7,seven,textual,268
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were five kids at the park, but a few minutes later four kids were picked up by their parents. How many kids are in the park in total? 
Answer: There are five kids in the park.
",There are five kids in the park.,FALSE,7,"Question: There were five kids at the park, but a few minutes later four kids were picked up by their parents. How many kids are in the park in total? 
Answer:",-,5,4,kids,were picked up by their parents,1,one,textual,269
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were eight kids at the park, but a few minutes later five kids went home. How many kids are in the park in total? 
Answer: There are eight kids in the park.
",There are eight kids in the park.,FALSE,7,"Question: There were eight kids at the park, but a few minutes later five kids went home. How many kids are in the park in total? 
Answer:",-,8,5,kids,went home,3,three,textual,270
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were eight friends at the park, but a few minutes later six friends were picked up by their parents. How many friends are in the park in total? 
Answer: There are eight friends in the park.
",There are eight friends in the park.,FALSE,7,"Question: There were eight friends at the park, but a few minutes later six friends were picked up by their parents. How many friends are in the park in total? 
Answer:",-,8,6,friends,were picked up by their parents,2,two,textual,271
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were five boys at the park, but a few minutes later four boys were picked up by their parents. How many boys are in the park in total? 
Answer: There are five boys in the park.
",There are five boys in the park.,FALSE,7,"Question: There were five boys at the park, but a few minutes later four boys were picked up by their parents. How many boys are in the park in total? 
Answer:",-,5,4,boys,were picked up by their parents,1,one,textual,272
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were seven kids at the park, but a few minutes later seven kids were picked up by their parents. How many kids are in the park in total? 
Answer: There are seven kids in the park.
",There are seven kids in the park.,FALSE,7,"Question: There were seven kids at the park, but a few minutes later seven kids were picked up by their parents. How many kids are in the park in total? 
Answer:",-,7,7,kids,were picked up by their parents,0,zero,textual,273
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were four girls at the park, but a few minutes later four girls were picked up by their parents. How many girls are in the park in total? 
Answer: There are four girls in the park.
",There are four girls in the park.,FALSE,7,"Question: There were four girls at the park, but a few minutes later four girls were picked up by their parents. How many girls are in the park in total? 
Answer:",-,4,4,girls,were picked up by their parents,0,zero,textual,274
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were five girls at the park, but a few minutes later one girls were picked up by their parents. How many girls are in the park in total? 
Answer: There are five girls in the park.
",There are five girls in the park.,FALSE,7,"Question: There were five girls at the park, but a few minutes later one girls were picked up by their parents. How many girls are in the park in total? 
Answer:",-,5,1,girls,were picked up by their parents,4,four,textual,275
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were one girl at the park, but a few minutes later one girls were picked up by their parents. How many girl are in the park in total? 
Answer: There are two girls in the park.
",There are two girls in the park.,FALSE,7,"Question: There were one girl at the park, but a few minutes later one girls were picked up by their parents. How many girl are in the park in total? 
Answer:",-,1,1,girls,were picked up by their parents,0,zero,textual,276
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were four boys at the park, but a few minutes later three boys went home. How many boys are in the park in total? 
Answer: There are four boys in the park.
",There are four boys in the park.,FALSE,7,"Question: There were four boys at the park, but a few minutes later three boys went home. How many boys are in the park in total? 
Answer:",-,4,3,boys,went home,1,one,textual,277
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were ten kids at the park, but a few minutes later five kids went home. How many kids are in the park in total? 
Answer: There are ten kids in the park.
",There are ten kids in the park.,TRUE,7,"Question: There were ten kids at the park, but a few minutes later five kids went home. How many kids are in the park in total? 
Answer:",-,10,5,kids,went home,5,five,textual,278
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,41000,42,"Question: There were one kid at the park, but a few minutes later one kids were picked up by their parents. How many kid are in the park in total? 
Answer: There are two kids in the park.
",There are two kids in the park.,FALSE,7,"Question: There were one kid at the park, but a few minutes later one kids were picked up by their parents. How many kid are in the park in total? 
Answer:",-,1,1,kids,were picked up by their parents,0,zero,textual,279
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had two oranges, then he got one oranges. How many oranges danny have now? 
Answer: 2 oranges
",2 oranges,FALSE,1,"Question: Danny had two oranges, then he got one oranges. How many oranges danny have now? 
Answer:",+,2,1,oranges,got,3,three,textual,0
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had four candy bars, then he found two candy bars. How many candy bars danny have now? 
Answer: 4
",4,FALSE,1,"Question: Danny had four candy bars, then he found two candy bars. How many candy bars danny have now? 
Answer:",+,4,2,candy bars,found,6,six,textual,1
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had two oranges, then he got one oranges. How many oranges danny have now? 
Answer: 2 oranges
",2 oranges,FALSE,1,"Question: Danny had two oranges, then he got one oranges. How many oranges danny have now? 
Answer:",+,2,1,oranges,got,3,three,textual,2
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had one apple, then he found one apples. How many apple danny have now? 
Answer: 2
",2,TRUE,1,"Question: Danny had one apple, then he found one apples. How many apple danny have now? 
Answer:",+,1,1,apples,found,2,two,textual,3
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had four apples, then he got one apples. How many apples danny have now? 
Answer: 4 apples
",4 apples,FALSE,1,"Question: Danny had four apples, then he got one apples. How many apples danny have now? 
Answer:",+,4,1,apples,got,5,five,textual,4
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had nine oranges, then he found seven oranges. How many oranges danny have now? 
Answer:
",,TRUE,1,"Question: Danny had nine oranges, then he found seven oranges. How many oranges danny have now? 
Answer:",+,9,7,oranges,found,16,,textual,5
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had ten apples, then he found five apples. How many apples danny have now? 
Answer: Danny has ten apples, then he found five apples. How many apples danny have now?
","Danny has ten apples, then he found five apples. How many apples danny have now?",FALSE,1,"Question: Danny had ten apples, then he found five apples. How many apples danny have now? 
Answer:",+,10,5,apples,found,15,fifteen,textual,6
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had seven apples, then he received three apples. How many apples danny have now? 
Answer: Danny has seven apples, then he received three apples. How many apples danny have now?
","Danny has seven apples, then he received three apples. How many apples danny have now?",FALSE,1,"Question: Danny had seven apples, then he received three apples. How many apples danny have now? 
Answer:",+,7,3,apples,received,10,ten,textual,7
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had four apples, then he found three apples. How many apples danny have now? 
Answer: 4
",4,FALSE,1,"Question: Danny had four apples, then he found three apples. How many apples danny have now? 
Answer:",+,4,3,apples,found,7,seven,textual,8
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had seven oranges, then he received one oranges. How many oranges danny have now? 
Answer: 7 oranges
",7 oranges,FALSE,1,"Question: Danny had seven oranges, then he received one oranges. How many oranges danny have now? 
Answer:",+,7,1,oranges,received,8,eight,textual,9
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had ten candy bars, then he found five candy bars. How many candy bars danny have now? 
Answer:
",,FALSE,1,"Question: Danny had ten candy bars, then he found five candy bars. How many candy bars danny have now? 
Answer:",+,10,5,candy bars,found,15,fifteen,textual,10
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had eight apples, then he received two apples. How many apples danny have now? 
Answer: Danny has eight apples, then he received two apples. How many apples danny have now?
","Danny has eight apples, then he received two apples. How many apples danny have now?",FALSE,1,"Question: Danny had eight apples, then he received two apples. How many apples danny have now? 
Answer:",+,8,2,apples,received,10,ten,textual,11
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had nine candy bars, then he got five candy bars. How many candy bars danny have now? 
Answer: Danny has nine candy bars, then he got five candy bars. How many candy bars danny have","Danny has nine candy bars, then he got five candy bars. How many candy bars danny have",FALSE,1,"Question: Danny had nine candy bars, then he got five candy bars. How many candy bars danny have now? 
Answer:",+,9,5,candy bars,got,14,fourteen,textual,12
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had six candy bars, then he found five candy bars. How many candy bars danny have now? 
Answer:
",,FALSE,1,"Question: Danny had six candy bars, then he found five candy bars. How many candy bars danny have now? 
Answer:",+,6,5,candy bars,found,11,eleven,textual,13
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had two apples, then he got one apples. How many apples danny have now? 
Answer: 2 apples
",2 apples,FALSE,1,"Question: Danny had two apples, then he got one apples. How many apples danny have now? 
Answer:",+,2,1,apples,got,3,three,textual,14
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had five apples, then he found one apples. How many apples danny have now? 
Answer: 5
",5,FALSE,1,"Question: Danny had five apples, then he found one apples. How many apples danny have now? 
Answer:",+,5,1,apples,found,6,six,textual,15
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had seven candy bars, then he received three candy bars. How many candy bars danny have now? 
Answer:
",,FALSE,1,"Question: Danny had seven candy bars, then he received three candy bars. How many candy bars danny have now? 
Answer:",+,7,3,candy bars,received,10,ten,textual,16
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had six oranges, then he received two oranges. How many oranges danny have now? 
Answer:
",,FALSE,1,"Question: Danny had six oranges, then he received two oranges. How many oranges danny have now? 
Answer:",+,6,2,oranges,received,8,eight,textual,17
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had four candy bars, then he got three candy bars. How many candy bars danny have now? 
Answer: 4
",4,FALSE,1,"Question: Danny had four candy bars, then he got three candy bars. How many candy bars danny have now? 
Answer:",+,4,3,candy bars,got,7,seven,textual,18
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: Danny had two candy bars, then he got one candy bars. How many candy bars danny have now? 
Answer: 2
",2,FALSE,1,"Question: Danny had two candy bars, then he got one candy bars. How many candy bars danny have now? 
Answer:",+,2,1,candy bars,got,3,three,textual,19
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: At first there are four motorcycles in the parking lot. How many motorcycles are there after two motorcycles arrive 
Answer: There are four motorcycles in the parking lot.
",There are four motorcycles in the parking lot.,FALSE,2,"Question: At first there are four motorcycles in the parking lot. How many motorcycles are there after two motorcycles arrive 
Answer:",+,4,2,motorcycles,arrive,6,six,textual,20
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: At first there are five vehicles in the parking lot. How many vehicles are there after five vehicles arrive 
Answer: There are five vehicles in the parking lot.
",There are five vehicles in the parking lot.,FALSE,2,"Question: At first there are five vehicles in the parking lot. How many vehicles are there after five vehicles arrive 
Answer:",+,5,5,vehicles,arrive,10,ten,textual,21
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: At first there are one vehicle in the parking lot. How many vehicles are there after one vehicle arrive 
Answer: There are two vehicles in the parking lot.
",There are two vehicles in the parking lot.,TRUE,2,"Question: At first there are one vehicle in the parking lot. How many vehicles are there after one vehicle arrive 
Answer:",+,1,1,vehicles,arrive,2,two,textual,22
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: At first there are seven trucks in the parking lot. How many trucks are there after three trucks arrive 
Answer: There are three trucks in the parking lot.
",There are three trucks in the parking lot.,FALSE,2,"Question: At first there are seven trucks in the parking lot. How many trucks are there after three trucks arrive 
Answer:",+,7,3,trucks,arrive,10,ten,textual,23
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: At first there are ten motorcycles in the parking lot. How many motorcycles are there after six motorcycles arrive 
Answer: There are six motorcycles after six motorcycles arrive.
",There are six motorcycles after six motorcycles arrive.,TRUE,2,"Question: At first there are ten motorcycles in the parking lot. How many motorcycles are there after six motorcycles arrive 
Answer:",+,10,6,motorcycles,arrive,16,,textual,24
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: At first there are seven trucks in the parking lot. How many trucks are there after six trucks arrive 
Answer: There are seven trucks in the parking lot.
",There are seven trucks in the parking lot.,FALSE,2,"Question: At first there are seven trucks in the parking lot. How many trucks are there after six trucks arrive 
Answer:",+,7,6,trucks,arrive,13,thirteen,textual,25
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: At first there are five vehicles in the parking lot. How many vehicles are there after two vehicles arrive 
Answer: There are five vehicles in the parking lot.
",There are five vehicles in the parking lot.,FALSE,2,"Question: At first there are five vehicles in the parking lot. How many vehicles are there after two vehicles arrive 
Answer:",+,5,2,vehicles,arrive,7,seven,textual,26
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: At first there are ten vehicles in the parking lot. How many vehicles are there after seven vehicles arrive 
Answer: There are seven vehicles in the parking lot.
",There are seven vehicles in the parking lot.,TRUE,2,"Question: At first there are ten vehicles in the parking lot. How many vehicles are there after seven vehicles arrive 
Answer:",+,10,7,vehicles,arrive,17,,textual,27
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: At first there are four cars in the parking lot. How many cars are there after two cars arrive 
Answer: There are four cars in the parking lot.
",There are four cars in the parking lot.,FALSE,2,"Question: At first there are four cars in the parking lot. How many cars are there after two cars arrive 
Answer:",+,4,2,cars,arrive,6,six,textual,28
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: At first there are one truck in the parking lot. How many trucks are there after one truck arrive 
Answer: There are two trucks after one truck arrive.
",There are two trucks after one truck arrive.,TRUE,2,"Question: At first there are one truck in the parking lot. How many trucks are there after one truck arrive 
Answer:",+,1,1,trucks,arrive,2,two,textual,29
implicit_small,pythia,large,EleutherAI/pythia-2.8b-deduped,51000,42,"Question: At first there are seven motorcycles in the parking lot. How many motorcycles are there after five motorcycles arrive 
Answer: There are seven motorcycles in the parking lot.
",There are seven motorcycles in the parking lot.,FALSE,2,"Question: At first there are seven motorcycles in the parking lot. How many motorcycles are there after five motorcycles arrive 
Answer:",+,7,5,motorcycles,arrive,12,twelve,textual,30
